"","year","occupation","major","TotalPopulation","Number_of_Men","Number_of_Women","Women_Percentage","Earning","Men_earning","Women_earning","Compare_to_men"
"192",2013,"Nursing, psychiatric, and home health aides","Service",1397113,219944,1177169,84.3,"25909","30408","25362","83.405682715074974"
"193",2013,"Occupational therapy assistants and aides","Service",10875,1945,8930,82.1,"48814","50311","48606","(X)"
"194",2013,"Physical therapist assistants and aides","Service",44581,12122,32459,72.8,"41994","46313","41098","88.739662729687126"
"195",2013,"Massage therapists","Service",57261,13680,43581,76.1,"29253","29272","29240","99.890680513801584"
"196",2013,"Dental assistants","Service",147438,8460,138978,94.3,"30308","26823","30399","(X)"
"197",2013,"Medical assistants","Service",330718,24072,306646,92.7,"28760","29894","28661","95.875426506991374"
"198",2013,"Medical transcriptionists","Service",31868,1221,30647,96.2,"31933","40429","31772","(X)"
"199",2013,"Pharmacy aides","Service",22034,5644,16390,74.4,"29851","30645","29383","(X)"
"200",2013,"Veterinary assistants and laboratory animal caretakers","Service",23366,4416,18950,81.1,"22858","26551","22461","(X)"
"201",2013,"Phlebotomists","Service",75727,11061,64666,85.4,"31062","34855","30732","88.170994118490881"
"202",2013,"Healthcare support workers, all other, including medical equipment preparers","Service",94391,28907,65484,69.4,"28604","32130","26452","82.328042328042329"
"203",2013,"First-line supervisors of correctional officers","Service",49105,34261,14844,30.2,"49986","54853","44324","80.805060798862414"
"204",2013,"First-line supervisors of police and detectives","Service",102581,87467,15114,14.7,"73155","75566","65227","86.31792075801286"
"205",2013,"First-line supervisors of fire fighting and prevention workers","Service",47968,45815,2153,4.5,"86462","87065","68891","(X)"
"206",2013,"First-line supervisors of protective service workers, all other","Service",73041,53093,19948,27.3,"47876","50239","44965","89.502179581599947"
"207",2013,"Firefighters","Service",256196,246017,10179,4,"62189","62361","57346","91.958114847420674"
"208",2013,"Fire inspectors","Service",16734,15065,1669,10,"56114","55777","60478","(X)"
"209",2013,"Bailiffs, correctional officers, and jailers","Service",387955,281897,106058,27.3,"42043","45432","37042","81.532840288783234"
"210",2013,"Detectives and criminal investigators","Service",117375,87855,29520,25.2,"71169","75025","59386","79.154948350549816"
"211",2013,"Fish and game wardens","Service",3308,3245,63,1.9,"44924","47679","-","(X)"
"212",2013,"Parking enforcement workers","Service",4876,2638,2238,45.9,"36589","40588","32217","(X)"
"213",2013,"Police and sheriff's patrol officers","Service",623338,539272,84066,13.5,"61313","61694","56541","91.647485979187607"
"214",2013,"Transit and railroad police","Service",2623,1977,646,24.6,"53590","55521","51100","(X)"
"215",2013,"Animal control workers","Service",10552,7135,3417,32.4,"35527","35656","32462","(X)"
"216",2013,"Private detectives and investigators","Service",68657,39367,29290,42.7,"50892","56439","45436","80.504615602686087"
"217",2013,"Security guards and gaming surveillance officers","Service",668775,518657,150118,22.4,"30421","30546","29883","97.829503044588492"
"218",2013,"Crossing guards","Service",8589,4388,4201,48.9,"31094","31471","30767","(X)"
"219",2013,"Transportation security screeners","Service",21025,13467,7558,35.9,"41104","40732","41751","102.5017185505254"
"220",2013,"Lifeguards and other recreational, and all other protective service workers","Service",32041,17049,14992,46.8,"30781","32037","27889","87.052470580890841"
"221",2013,"Chefs and head cooks","Service",303612,252537,51075,16.8,"30267","30810","25534","82.87568971113275"
"222",2013,"First-line supervisors of food preparation and serving workers","Service",374711,176476,198235,52.9,"24828","27453","22506","81.98011146322807"
"223",2013,"Cooks","Service",1111982,700025,411957,37,"20319","21063","18581","88.216303470540751"
"224",2013,"Food preparation workers","Service",302338,142050,160288,53,"19063","19870","18376","92.481127327629594"
"225",2013,"Bartenders","Service",203401,104261,99140,48.7,"26403","28682","23849","83.149710619900986"
"226",2013,"Combined food preparation and serving workers, including fast food","Service",114984,41054,73930,64.3,"19623","20150","19325","95.90570719602978"
"227",2013,"Counter attendants, cafeteria, food concession, and coffee shop","Service",30891,10920,19971,64.6,"17544","20304","16771","82.599487785657999"
"228",2013,"Waiters and waitresses","Service",680777,243097,437680,64.3,"20980","23802","19524","82.026720443660196"
"229",2013,"Food servers, nonrestaurant","Service",69554,24402,45152,64.9,"23025","23729","22775","95.97960301740487"
"230",2013,"Dining room and cafeteria attendants and bartender helpers","Service",86785,56021,30764,35.4,"19562","20378","17663","86.67680832270095"
"231",2013,"Dishwashers","Service",102959,86995,15964,15.5,"17307","17302","17332","100.17339035949601"
"232",2013,"Hosts and hostesses, restaurant, lounge, and coffee shop","Service",42666,7262,35404,83,"18040","23444","17260","(X)"
"233",2013,"Food preparation and serving related workers, all other","Service",3940,1191,2749,69.8,"18510","12147","20039","(X)"
"234",2013,"First-line supervisors of housekeeping and janitorial workers","Service",182546,123092,59454,32.6,"35629","41180","26860","65.225837785332686"
"235",2013,"First-line supervisors of landscaping, lawn service, and groundskeeping workers","Service",112776,108132,4644,4.1,"38990","39564","31980","(X)"
"236",2013,"Janitors and building cleaners","Service",1519858,1149371,370487,24.4,"26845","29685","21592","72.737072595586994"
"237",2013,"Maids and housekeeping cleaners","Service",737561,127620,609941,82.7,"20422","24397","19752","80.960773865639212"
"238",2013,"Pest control workers","Service",53799,51894,1905,3.5,"33351","33871","24899","(X)"
"239",2013,"Grounds maintenance workers","Service",728064,693654,34410,4.7,"23545","23639","21996","93.049621388383613"
"240",2013,"First-line supervisors of gaming workers","Service",58437,33458,24979,42.7,"41245","45980","37178","80.856894301870369"
"241",2013,"First-line supervisors of personal service workers","Service",98491,47150,51341,52.1,"33932","40006","30871","77.165925111233307"
"242",2013,"Animal trainers","Service",27354,12684,14670,53.6,"27188","29644","26400","89.056807448387531"
"243",2013,"Nonfarm animal caretakers","Service",103783,31762,72021,69.4,"24547","25025","24401","97.506493506493513"
"244",2013,"Gaming services workers","Service",64709,33752,30957,47.8,"36477","37441","35023","93.54183916027884"
"245",2013,"Motion picture projectionists","Service",2083,1989,94,4.5,"31391","31291","100508","(X)"
"246",2013,"Ushers, lobby attendants, and ticket takers","Service",5964,2920,3044,51,"22057","29552","20904","(X)"
"247",2013,"Miscellaneous entertainment attendants and related workers","Service",47151,26402,20749,44,"25143","25928","24154","93.157975933353896"
"248",2013,"Embalmers and funeral attendants","Service",6643,4600,2043,30.8,"26042","27020","19780","(X)"
"249",2013,"Morticians, undertakers, and funeral directors","Service",28279,22551,5728,20.3,"47219","51129","31023","60.67593733497624"
"250",2013,"Barbers","Service",68648,57663,10985,16,"21874","22321","18509","82.921912100712333"
"251",2013,"Hairdressers, hairstylists, and cosmetologists","Service",434564,52142,382422,88,"24855","31224","23943","76.68139892390468"
"252",2013,"Miscellaneous personal appearance workers","Service",159831,33519,126312,79,"21724","22047","21632","98.117657731210599"
"253",2013,"Baggage porters, bellhops, and concierges","Service",59390,46419,12971,21.8,"31416","31799","30572","96.141388093965219"
"254",2013,"Tour and travel guides","Service",15628,9572,6056,38.8,"29404","29043","30413","(X)"
"255",2013,"Childcare workers","Service",536474,29929,506545,94.4,"20056","21832","19931","91.292598021253198"
"256",2013,"Personal care aides","Service",576620,105440,471180,81.7,"21898","24244","21557","88.916845405048676"
"257",2013,"Recreation and fitness workers","Service",163532,72807,90725,55.5,"31044","35636","28203","79.141878998765293"
"258",2013,"Residential advisors","Service",24461,9448,15013,61.4,"26098","27339","25074","91.715132228684297"
"259",2013,"Personal care and service workers, all other","Service",48690,33740,14950,30.7,"25529","26597","21820","82.039327743730496"
"260",2013,"First-line supervisors of retail sales workers","Sales and Office",2563806,1465356,1098450,42.8,"38265","44856","31897","71.10977349741394"
"261",2013,"First-line supervisors of non-retail sales workers","Sales and Office",1030338,751705,278633,27,"60403","61556","53770","87.35135486386379"
"262",2013,"Cashiers","Sales and Office",1042284,321457,720827,69.2,"20562","22257","19736","88.673226400682935"
"263",2013,"Counter and rental clerks","Sales and Office",45567,24387,21180,46.5,"27373","27449","27194","99.071004408175156"
"264",2013,"Parts salespersons","Sales and Office",82536,73360,9176,11.1,"33375","34231","27467","80.240133212585079"
"265",2013,"Retail salespersons","Sales and Office",1668480,1012539,655941,39.3,"31615","37143","26140","70.376652397490773"
"266",2013,"Advertising sales agents","Sales and Office",155726,78938,76788,49.3,"51283","60522","45378","74.977694061663527"
"267",2013,"Insurance sales agents","Sales and Office",429706,235417,194289,45.2,"50238","61639","41250","66.92191631921348"
"268",2013,"Securities, commodities, and financial services sales agents","Sales and Office",226082,157344,68738,30.4,"76524","93795","51284","54.676688522842362"
"269",2013,"Travel agents","Sales and Office",46577,9963,36614,78.6,"37233","40408","36746","90.937438131063146"
"270",2013,"Sales representatives, services, all other","Sales and Office",497043,346088,150955,30.4,"60174","65763","48984","74.485653026777982"
"271",2013,"Sales representatives, wholesale and manufacturing","Sales and Office",1129716,857038,272678,24.1,"61355","63861","51986","81.404926324360716"
"272",2013,"Models, demonstrators, and product promoters","Sales and Office",12335,4971,7364,59.7,"30930","50929","27018","(X)"
"273",2013,"Real estate brokers and sales agents","Sales and Office",513527,253865,259662,50.6,"50914","60775","42294","69.591114767585367"
"274",2013,"Sales engineers","Sales and Office",33279,30626,2653,8,"93162","95047","77722","(X)"
"275",2013,"Telemarketers","Sales and Office",44182,16477,27705,62.7,"25628","26440","25257","95.525718608169441"
"276",2013,"Door-to-door sales workers, news and street vendors, and related workers","Sales and Office",55838,33591,22247,39.8,"25624","29469","23312","79.106858054226464"
"277",2013,"Sales and related workers, all other","Sales and Office",186390,103486,82904,44.5,"51489","61045","44956","73.644033090343186"
"278",2013,"First-line supervisors of office and administrative support workers","Sales and Office",1126495,444538,681957,60.5,"46725","54066","42369","78.365331261791155"
"279",2013,"Switchboard operators, including answering service","Sales and Office",20377,4152,16225,79.6,"25878","33816","23936","(X)"
"280",2013,"Telephone operators","Sales and Office",28046,6893,21153,75.4,"29587","31822","27360","85.97825403808686"
"281",2013,"Communications equipment operators, all other","Sales and Office",6543,3590,2953,45.1,"46847","53684","34538","(X)"
"282",2013,"Bill and account collectors","Sales and Office",142343,42195,100148,70.4,"33453","36784","32234","87.630491518051329"
"283",2013,"Billing and posting clerks","Sales and Office",386492,39847,346645,89.7,"32487","37351","32267","86.388583973655315"
"284",2013,"Bookkeeping, accounting, and auditing clerks","Sales and Office",874662,114995,759667,86.9,"36798","41490","36372","87.664497469269705"
"285",2013,"Gaming cage workers","Sales and Office",6046,2239,3807,63,"23656","21105","27810","(X)"
"286",2013,"Payroll and timekeeping clerks","Sales and Office",138447,15290,123157,89,"39268","41838","38923","93.032649744251643"
"287",2013,"Procurement clerks","Sales and Office",32617,13441,19176,58.8,"50876","65297","45564","69.779622340995758"
"288",2013,"Tellers","Sales and Office",233474,26160,207314,88.8,"25260","25564","25222","98.662181192301674"
"289",2013,"Financial clerks, all other","Sales and Office",95267,37438,57829,60.7,"50176","67732","42122","62.189216323155975"
"290",2013,"Brokerage clerks","Sales and Office",5857,1328,4529,77.3,"46129","50040","45834","(X)"
"291",2013,"Correspondence clerks","Sales and Office",3933,1390,2543,64.7,"31789","35020","31302","(X)"
"292",2013,"Court, municipal, and license clerks","Sales and Office",70610,13198,57412,81.3,"36977","42192","35585","84.34063329541145"
"293",2013,"Credit authorizers, checkers, and clerks","Sales and Office",40119,10893,29226,72.8,"36579","50853","35037","68.898590053684146"
"294",2013,"Customer service representatives","Sales and Office",1589129,535845,1053284,66.3,"31913","35505","31152","87.73975496408957"
"295",2013,"Eligibility interviewers, government programs","Sales and Office",65971,14730,51241,77.7,"41398","50400","40071","79.50595238095238"
"296",2013,"File clerks","Sales and Office",189148,44248,144900,76.6,"32442","35594","31976","89.835365511041189"
"297",2013,"Hotel, motel, and resort desk clerks","Sales and Office",76241,27058,49183,64.5,"21564","21995","21329","96.97203909979541"
"298",2013,"Interviewers, except eligibility and loan","Sales and Office",84440,16624,67816,80.3,"31180","35424","30395","85.80341011743451"
"299",2013,"Library assistants, clerical","Sales and Office",33132,5578,27554,83.2,"28558","30889","27952","90.491760821004235"
"300",2013,"Loan interviewers and clerks","Sales and Office",116281,25344,90937,78.2,"39905","41750","38807","92.950898203592814"
"301",2013,"New accounts clerks","Sales and Office",13217,3094,10123,76.6,"34776","47191","31894","(X)"
"302",2013,"Order clerks","Sales and Office",85033,33587,51446,60.5,"31732","33757","31216","92.472672334626893"
"303",2013,"Human resources assistants, except payroll and timekeeping","Sales and Office",54580,9723,44857,82.2,"40081","42293","37643","89.005272740169772"
"304",2013,"Receptionists and information clerks","Sales and Office",657793,63049,594744,90.4,"27345","29454","27222","92.42208189040538"
"305",2013,"Reservation and transportation ticket agents and travel clerks","Sales and Office",86373,38370,48003,55.6,"36454","40755","35344","86.723101459943564"
"306",2013,"Information and record clerks, all other","Sales and Office",85226,14182,71044,83.4,"36818","41589","36352","87.407728005001317"
"307",2013,"Cargo and freight agents","Sales and Office",16189,10989,5200,32.1,"42040","42852","40984","(X)"
"308",2013,"Couriers and messengers","Sales and Office",151599,130948,20651,13.6,"37808","39789","30480","76.604086556585997"
"309",2013,"Dispatchers","Sales and Office",235227,108901,126326,53.7,"36730","41363","34067","82.361047312815799"
"310",2013,"Meter readers, utilities","Sales and Office",25811,22795,3016,11.7,"36555","36161","43775","(X)"
"311",2013,"Postal service clerks","Sales and Office",94064,47005,47059,50,"53357","54166","52574","97.06088690322342"
"312",2013,"Postal service mail carriers","Sales and Office",251980,161216,90764,36,"55923","57073","52085","91.260315735987234"
"313",2013,"Postal service mail sorters, processors, and processing machine operators","Sales and Office",61856,30285,31571,51,"53497","54885","52637","95.904163250432731"
"314",2013,"Production, planning, and expediting clerks","Sales and Office",267453,115532,151921,56.8,"44865","56437","37246","65.995712032886217"
"315",2013,"Shipping, receiving, and traffic clerks","Sales and Office",445945,322035,123910,27.8,"30682","31401","27939","88.974873411674778"
"316",2013,"Stock clerks and order fillers","Sales and Office",814645,536330,278315,34.2,"26489","27032","25493","94.306747558449246"
