"","year","occupation","major","TotalPopulation","Number_of_Men","Number_of_Women","Women_Percentage","Earning","Men_earning","Women_earning","Compare_to_men"
"3099",2018,"Electrical, electronics, and electromechanical assemblers","Production, Transportation, and Material Moving",105864,54001,51863,49,"32929","36038","30934","85.8"
"3100",2018,"Engine and other machine assemblers","Production, Transportation, and Material Moving",9926,8837,1089,11,"44597","47597","34936","(X)"
"3101",2018,"Structural metal fabricators and fitters","Production, Transportation, and Material Moving",21536,20848,688,3.2,"47275","47547","45528","(X)"
"3102",2018,"Other assemblers and fabricators","Production, Transportation, and Material Moving",818940,517868,301072,36.8,"34277","36741","30686","83.5"
"3103",2018,"Bakers","Production, Transportation, and Material Moving",135250,60915,74335,55,"27840","31363","25878","82.5"
"3104",2018,"Butchers and other meat, poultry, and fish processing workers","Production, Transportation, and Material Moving",191537,142046,49491,25.8,"31572","33841","26382","78"
"3105",2018,"Food and tobacco roasting, baking, and drying machine operators and tenders","Production, Transportation, and Material Moving",9126,6437,2689,29.5,"34980","35430","31884","(X)"
"3106",2018,"Food batchmakers","Production, Transportation, and Material Moving",57473,26427,31046,54,"30786","37013","26774","72.3"
"3107",2018,"Food cooking machine operators and tenders","Production, Transportation, and Material Moving",9002,6434,2568,28.5,"27888","29787","24421","(X)"
"3108",2018,"Food processing workers, all other","Production, Transportation, and Material Moving",127493,85318,42175,33.1,"35060","36892","31160","84.5"
"3109",2018,"Computer numerically controlled tool operators and programmers","Production, Transportation, and Material Moving",98355,91245,7110,7.2,"45567","46087","36900","80.099999999999994"
"3110",2018,"Forming machine setters, operators, and tenders, metal and plastic","Production, Transportation, and Material Moving",27505,24057,3448,12.5,"42472","43547","29817","(X)"
"3111",2018,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic","Production, Transportation, and Material Moving",74260,61833,12427,16.7,"35839","36829","30428","82.6"
"3112",2018,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic","Production, Transportation, and Material Moving",37530,32981,4549,12.1,"36655","37016","31857","(X)"
"3113",2018,"Other machine tool setters, operators, and tenders, metal and plastic","Production, Transportation, and Material Moving",11718,9962,1756,15,"36081","36549","33295","(X)"
"3114",2018,"Machinists","Production, Transportation, and Material Moving",285821,274450,11371,4,"49659","50167","34897","69.599999999999994"
"3115",2018,"Metal furnace operators, tenders, pourers, and casters","Production, Transportation, and Material Moving",18779,17952,827,4.4,"46855","46811","47431","(X)"
"3116",2018,"Model makers and patternmakers, metal and plastic","Production, Transportation, and Material Moving",2876,2666,210,7.3,"62485","63623","41667","(X)"
"3117",2018,"Molders and molding machine setters, operators, and tenders, metal and plastic","Production, Transportation, and Material Moving",30926,25748,5178,16.7,"37733","39908","32571","(X)"
"3118",2018,"Tool and die makers","Production, Transportation, and Material Moving",50732,49369,1363,2.7,"60940","61130","36383","(X)"
"3119",2018,"Welding, soldering, and brazing workers","Production, Transportation, and Material Moving",499832,473998,25834,5.2,"42389","43238","32121","74.3"
"3120",2018,"Other metal workers and plastic workers","Production, Transportation, and Material Moving",377275,301781,75494,20,"37678","40594","30654","75.5"
"3121",2018,"Prepress technicians and workers","Production, Transportation, and Material Moving",17807,11168,6639,37.3,"41251","41542","40232","(X)"
"3122",2018,"Printing press operators","Production, Transportation, and Material Moving",127188,97360,29828,23.5,"37372","41104","27486","66.900000000000006"
"3123",2018,"Print binding and finishing workers","Production, Transportation, and Material Moving",13610,8659,4951,36.4,"36180","40070","30020","(X)"
"3124",2018,"Laundry and dry-cleaning workers","Production, Transportation, and Material Moving",106611,36540,70071,65.7,"23483","28989","21930","75.599999999999994"
"3125",2018,"Pressers, textile, garment, and related materials","Production, Transportation, and Material Moving",21527,9642,11885,55.2,"22921","27012","21498","79.599999999999994"
"3126",2018,"Sewing machine operators","Production, Transportation, and Material Moving",115211,34117,81094,70.4,"26169","28745","25302","88"
"3127",2018,"Shoe and leather workers","Production, Transportation, and Material Moving",9146,7726,1420,15.5,"27584","27766","27287","(X)"
"3128",2018,"Tailors, dressmakers, and sewers","Production, Transportation, and Material Moving",39045,13172,25873,66.3,"28846","31016","28029","90.4"
"3129",2018,"Textile machine setters, operators, and tenders","Production, Transportation, and Material Moving",20036,10286,9750,48.7,"28093","28369","27787","97.9"
"3130",2018,"Upholsterers","Production, Transportation, and Material Moving",22529,18621,3908,17.3,"35992","38922","23964","(X)"
"3131",2018,"Other textile, apparel, and furnishings workers","Production, Transportation, and Material Moving",16178,8532,7646,47.3,"33068","36062","30253","(X)"
"3132",2018,"Cabinetmakers and bench carpenters","Production, Transportation, and Material Moving",45202,42124,3078,6.8,"36716","37327","30251","(X)"
"3133",2018,"Furniture finishers","Production, Transportation, and Material Moving",9563,8761,802,8.4,"31026","33250","20931","(X)"
"3134",2018,"Sawing machine setters, operators, and tenders, wood","Production, Transportation, and Material Moving",25275,23201,2074,8.2,"30338","30744","25863","(X)"
"3135",2018,"Woodworking machine setters, operators, and tenders, except sawing","Production, Transportation, and Material Moving",13284,11004,2280,17.2,"30887","31682","27303","(X)"
"3136",2018,"Other woodworkers","Production, Transportation, and Material Moving",20977,19842,1135,5.4,"38611","39634","26285","(X)"
"3137",2018,"Power plant operators, distributors, and dispatchers","Production, Transportation, and Material Moving",41965,39001,2964,7.1,"97712","100421","67340","(X)"
"3138",2018,"Stationary engineers and boiler operators","Production, Transportation, and Material Moving",87786,84010,3776,4.3,"62371","62126","73531","(X)"
"3139",2018,"Water and wastewater treatment plant and system operators","Production, Transportation, and Material Moving",83885,78704,5181,6.2,"50999","51030","50663","(X)"
"3140",2018,"Miscellaneous plant and system operators","Production, Transportation, and Material Moving",40312,37753,2559,6.3,"69631","70114","55814","(X)"
"3141",2018,"Chemical processing machine setters, operators, and tenders","Production, Transportation, and Material Moving",53074,47349,5725,10.8,"49426","50243","46164","(X)"
"3142",2018,"Crushing, grinding, polishing, mixing, and blending workers","Production, Transportation, and Material Moving",66254,58944,7310,11,"40388","40718","32296","79.3"
"3143",2018,"Cutting workers","Production, Transportation, and Material Moving",47559,38535,9024,19,"31555","32763","25797","78.7"
"3144",2018,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders","Production, Transportation, and Material Moving",21896,18583,3313,15.1,"37483","38756","29741","(X)"
"3145",2018,"Furnace, kiln, oven, drier, and kettle operators and tenders","Production, Transportation, and Material Moving",8796,6593,2203,25,"42568","56219","31474","(X)"
"3146",2018,"Inspectors, testers, sorters, samplers, and weighers","Production, Transportation, and Material Moving",685952,435039,250913,36.6,"42693","50189","34935","69.599999999999994"
"3147",2018,"Jewelers and precious stone and metal workers","Production, Transportation, and Material Moving",26374,15897,10477,39.7,"37878","41193","32376","78.599999999999994"
"3148",2018,"Dental and ophthalmic laboratory technicians and medical appliance technicians","Production, Transportation, and Material Moving",65104,32062,33042,50.8,"40144","42107","36943","87.7"
"3149",2018,"Packaging and filling machine operators and tenders","Production, Transportation, and Material Moving",202961,95774,107187,52.8,"29252","32031","26549","82.9"
"3150",2018,"Painting workers","Production, Transportation, and Material Moving",125009,111830,13179,10.5,"39573","40246","31458","78.2"
"3151",2018,"Photographic process workers and processing machine operators","Production, Transportation, and Material Moving",17654,11903,5751,32.6,"55573","60755","48029","(X)"
"3152",2018,"Adhesive bonding machine operators and tenders","Production, Transportation, and Material Moving",9061,6237,2824,31.2,"31984","32247","28769","(X)"
"3153",2018,"Etchers and engravers","Production, Transportation, and Material Moving",5516,3460,2056,37.3,"31488","33223","27952","(X)"
"3154",2018,"Molders, shapers, and casters, except metal and plastic","Production, Transportation, and Material Moving",25853,23134,2719,10.5,"36941","37296","31511","(X)"
"3155",2018,"Paper goods machine setters, operators, and tenders","Production, Transportation, and Material Moving",16907,12171,4736,28,"38814","42242","30187","(X)"
"3156",2018,"Tire builders","Production, Transportation, and Material Moving",11364,10272,1092,9.6,"42213","45103","35692","(X)"
"3157",2018,"Helpers--production workers","Production, Transportation, and Material Moving",30689,23120,7569,24.7,"29497","30710","24951","81.2"
"3158",2018,"Other production equipment operators and tenders","Production, Transportation, and Material Moving",9469,8030,1439,15.2,"41602","43086","33141","(X)"
"3159",2018,"Other production workers","Production, Transportation, and Material Moving",1061275,773377,287898,27.1,"35974","39470","29307","74.3"
"3160",2018,"Supervisors of transportation and material moving workers","Production, Transportation, and Material Moving",265522,207618,57904,21.8,"50604","52109","41468","79.599999999999994"
"3161",2018,"Aircraft pilots and flight engineers","Production, Transportation, and Material Moving",109135,103138,5997,5.5,"110636","111576","85645","(X)"
"3162",2018,"Air traffic controllers and airfield operations specialists","Production, Transportation, and Material Moving",33578,25802,7776,23.2,"79647","82124","65830","(X)"
"3163",2018,"Flight attendants","Production, Transportation, and Material Moving",58521,13461,45060,77,"51072","60200","49786","82.7"
"3164",2018,"Ambulance drivers and attendants, except emergency medical technicians","Production, Transportation, and Material Moving",9683,7301,2382,24.6,"30149","31818","25864","(X)"
"3165",2018,"Bus drivers, school","Production, Transportation, and Material Moving",96711,43624,53087,54.9,"30050","32939","27079","82.2"
"3166",2018,"Bus drivers, transit and intercity","Production, Transportation, and Material Moving",179014,120182,58832,32.9,"40815","45249","32714","72.3"
"3167",2018,"Driver/sales workers and truck drivers","Production, Transportation, and Material Moving",2877771,2724636,153135,5.3,"45520","46192","31561","68.3"
"3168",2018,"Shuttle drivers and chauffeurs","Production, Transportation, and Material Moving",80079,67196,12883,16.1,"31256","31965","25484","79.7"
"3169",2018,"Taxi drivers","Production, Transportation, and Material Moving",256971,228727,28244,11,"30557","30929","25690","83.1"
"3170",2018,"Motor vehicle operators, all other","Production, Transportation, and Material Moving",63317,50177,13140,20.8,"30390","32251","27111","84.1"
"3171",2018,"Locomotive engineers and operators","Production, Transportation, and Material Moving",42262,41145,1117,2.6,"87257","87664","73401","(X)"
"3172",2018,"Railroad conductors and yardmasters","Production, Transportation, and Material Moving",47072,44341,2731,5.8,"75022","75741","62104","(X)"
"3173",2018,"Other rail transportation workers","Production, Transportation, and Material Moving",18919,16668,2251,11.9,"60153","60415","47298","(X)"
"3174",2018,"Sailors and marine oilers","Production, Transportation, and Material Moving",12921,11727,1194,9.2,"51037","52457","38982","(X)"
"3175",2018,"Ship and boat captains and operators","Production, Transportation, and Material Moving",27148,25217,1931,7.1,"71710","76112","60658","(X)"
"3176",2018,"Ship engineers","Production, Transportation, and Material Moving",3165,3165,0,0,"90204","90204","-","(X)"
"3177",2018,"Parking attendants","Production, Transportation, and Material Moving",48930,42068,6862,14,"26059","26445","24141","(X)"
"3178",2018,"Transportation service attendants","Production, Transportation, and Material Moving",61105,54094,7011,11.5,"27443","28790","23001","(X)"
"3179",2018,"Transportation inspectors","Production, Transportation, and Material Moving",43779,36572,7207,16.5,"60094","66079","40093","(X)"
"3180",2018,"Passenger attendants","Production, Transportation, and Material Moving",15115,7251,7864,52,"31982","39701","29988","(X)"
"3181",2018,"Other transportation workers","Production, Transportation, and Material Moving",25681,19983,5698,22.2,"46631","46894","46151","(X)"
"3182",2018,"Crane and tower operators","Production, Transportation, and Material Moving",55621,53214,2407,4.3,"60121","60408","50890","(X)"
"3183",2018,"Conveyor, dredge, and hoist and winch operators","Production, Transportation, and Material Moving",14830,14207,623,4.2,"45974","46464","34163","(X)"
"3184",2018,"Industrial truck and tractor operators","Production, Transportation, and Material Moving",528884,485246,43638,8.3,"34419","34769","32097","92.3"
"3185",2018,"Cleaners of vehicles and equipment","Production, Transportation, and Material Moving",229102,194400,34702,15.1,"26895","27158","25274","93.1"
"3186",2018,"Laborers and freight, stock, and material movers, hand","Production, Transportation, and Material Moving",1487821,1212468,275353,18.5,"31638","32304","27293","84.5"
"3187",2018,"Machine feeders and offbearers","Production, Transportation, and Material Moving",23138,12777,10361,44.8,"30354","32989","27586","83.6"
"3188",2018,"Packers and packagers, hand","Production, Transportation, and Material Moving",347044,152284,194760,56.1,"25625","27234","24328","89.3"
"3189",2018,"Stockers and order fillers","Production, Transportation, and Material Moving",919060,603042,316018,34.4,"28382","29601","26669","90.1"
"3190",2018,"Pumping station operators","Production, Transportation, and Material Moving",17520,17036,484,2.8,"61310","61439","52041","(X)"
"3191",2018,"Refuse and recyclable material collectors","Production, Transportation, and Material Moving",65144,57895,7249,11.1,"35819","36846","28879","(X)"
"3192",2018,"Other material moving workers","Production, Transportation, and Material Moving",54803,48757,6046,11,"42039","45753","31733","(X)"
"3193",2019,"Chief executives","Management, Business, and Financial",1268017,932743,335274,26.4,"150513","157133","120635","76.8"
"3194",2019,"General and operations managers","Management, Business, and Financial",1026798,685078,341720,33.3,"72566","80489","61643","76.599999999999994"
"3195",2019,"Legislators","Management, Business, and Financial",12078,7266,4812,39.8,"72354","77814","71119","(X)"
"3196",2019,"Advertising and promotions managers","Management, Business, and Financial",47962,20939,27023,56.3,"81019","91634","72041","78.599999999999994"
"3197",2019,"Marketing managers","Management, Business, and Financial",462811,185926,276885,59.8,"80596","95007","75432","79.400000000000006"
"3198",2019,"Sales managers","Management, Business, and Financial",494737,334121,160616,32.5,"99456","106477","77087","72.400000000000006"
"3199",2019,"Public relations and fundraising managers","Management, Business, and Financial",84254,28038,56216,66.7,"80613","88589","76776","86.7"
"3200",2019,"Administrative services managers","Management, Business, and Financial",56637,17489,39148,69.1,"64213","76445","60398","79"
"3201",2019,"Facilities managers","Management, Business, and Financial",109054,90355,18699,17.1,"70673","71641","61894","86.4"
"3202",2019,"Computer and information systems managers","Management, Business, and Financial",614170,437646,176524,28.7,"112542","118104","101763","86.2"
"3203",2019,"Financial managers","Management, Business, and Financial",1207274,533586,673688,55.8,"81468","102404","68737","67.099999999999994"
"3204",2019,"Compensation and benefits managers","Management, Business, and Financial",17663,4326,13337,75.5,"82475","101196","81396","(X)"
"3205",2019,"Human resources managers","Management, Business, and Financial",239909,59647,180262,75.1,"82113","95120","80175","84.3"
"3206",2019,"Training and development managers","Management, Business, and Financial",51405,23477,27928,54.3,"77092","80200","74867","93.4"
"3207",2019,"Industrial production managers","Management, Business, and Financial",255384,197946,57438,22.5,"81203","82295","72351","87.9"
"3208",2019,"Purchasing managers","Management, Business, and Financial",199161,100815,98346,49.4,"80744","88888","73783","83"
"3209",2019,"Transportation, storage, and distribution managers","Management, Business, and Financial",254736,204652,50084,19.7,"58586","59497","56225","94.5"
"3210",2019,"Farmers, ranchers, and other agricultural managers","Management, Business, and Financial",468808,411859,56949,12.1,"42498","46000","32007","69.599999999999994"
"3211",2019,"Construction managers","Management, Business, and Financial",779567,716687,62880,8.1,"77210","78521","67585","86.1"
"3212",2019,"Education and childcare administrators","Management, Business, and Financial",801378,285342,516036,64.4,"73198","83924","67133","80"
"3213",2019,"Architectural and engineering managers","Management, Business, and Financial",167664,149081,18583,11.1,"146705","147093","142245","96.7"
"3214",2019,"Food service managers","Management, Business, and Financial",831299,432632,398667,48,"40280","45775","35417","77.400000000000006"
"3215",2019,"Funeral home managers","Management, Business, and Financial",7149,4520,2629,36.8,"56017","66451","45318","(X)"
"3216",2019,"Entertainment and recreation managers","Management, Business, and Financial",31252,19178,12074,38.6,"56527","62292","50514","81.099999999999994"
"3217",2019,"Lodging managers","Management, Business, and Financial",123830,60479,63351,51.2,"51576","61950","45892","74.099999999999994"
"3218",2019,"Medical and health services managers","Management, Business, and Financial",611961,172451,439510,71.8,"75556","88871","71282","80.2"
"3219",2019,"Natural sciences managers","Management, Business, and Financial",15582,6544,9038,58,"86206","91559","82432","90"
"3220",2019,"Postmasters and mail superintendents","Management, Business, and Financial",25907,12918,12989,50.1,"75172","80298","70511","87.8"
"3221",2019,"Property, real estate, and community association managers","Management, Business, and Financial",469549,223510,246039,52.4,"56061","65809","50783","77.2"
"3222",2019,"Social and community service managers","Management, Business, and Financial",347489,104765,242724,69.9,"60680","69624","57201","82.2"
"3223",2019,"Emergency management directors","Management, Business, and Financial",12432,7815,4617,37.1,"72131","89610","54977","(X)"
"3224",2019,"Personal service managers, all other","Management, Business, and Financial",1777,458,1319,74.2,"62153","100137","56102","(X)"
"3225",2019,"Managers, all other","Management, Business, and Financial",3770040,2428328,1341712,35.6,"81086","90343","68884","76.2"
"3226",2019,"Agents and business managers of artists, performers, and athletes","Management, Business, and Financial",31236,19625,11611,37.2,"66531","71625","55970","78.099999999999994"
"3227",2019,"Buyers and purchasing agents, farm products","Management, Business, and Financial",8191,6434,1757,21.5,"55855","55835","60036","(X)"
"3228",2019,"Wholesale and retail buyers, except farm products","Management, Business, and Financial",148058,73781,74277,50.2,"46212","45571","47091","103.3"
"3229",2019,"Purchasing agents, except wholesale, retail, and farm products","Management, Business, and Financial",249353,119709,129644,52,"57633","61399","55160","89.8"
"3230",2019,"Claims adjusters, appraisers, examiners, and investigators","Management, Business, and Financial",310821,122774,188047,60.5,"57095","65756","52257","79.5"
"3231",2019,"Compliance officers","Management, Business, and Financial",267175,125444,141731,53,"70080","71591","67291","94"
"3232",2019,"Cost estimators","Management, Business, and Financial",134311,114132,20179,15,"66724","70429","51396","73"
"3233",2019,"Human resources workers","Management, Business, and Financial",721077,178206,542871,75.3,"61216","69952","59120","84.5"
"3234",2019,"Compensation, benefits, and job analysis specialists","Management, Business, and Financial",64873,14435,50438,77.7,"58516","67307","56436","83.8"
"3235",2019,"Training and development specialists","Management, Business, and Financial",129863,57930,71933,55.4,"60722","70273","54357","77.400000000000006"
"3236",2019,"Logisticians","Management, Business, and Financial",144009,93377,50632,35.2,"53653","57995","49367","85.1"
"3237",2019,"Project management specialists","Management, Business, and Financial",589543,330922,258621,43.9,"86829","91657","81250","88.6"
"3238",2019,"Management analysts","Management, Business, and Financial",726470,416513,309957,42.7,"87256","95439","80978","84.8"
"3239",2019,"Meeting, convention, and event planners","Management, Business, and Financial",104821,25790,79031,75.4,"51837","48050","53177","110.7"
"3240",2019,"Fundraisers","Management, Business, and Financial",64629,17970,46659,72.2,"71979","78295","70435","90"
"3241",2019,"Market research analysts and marketing specialists","Management, Business, and Financial",275322,114274,161048,58.5,"70326","77416","64915","83.9"
"3242",2019,"Business operations specialists, all other","Management, Business, and Financial",320774,144105,176669,55.1,"65134","77146","57186","74.099999999999994"
"3243",2019,"Accountants and auditors","Management, Business, and Financial",1442414,596824,845590,58.6,"70258","80288","64303","80.099999999999994"
"3244",2019,"Property appraisers and assessors","Management, Business, and Financial",76705,48064,28641,37.3,"62871","70439","56134","79.7"
"3245",2019,"Budget analysts","Management, Business, and Financial",47888,18816,29072,60.7,"80399","85902","75988","88.5"
"3246",2019,"Credit analysts","Management, Business, and Financial",33966,15441,18525,54.5,"59580","69755","54013","77.400000000000006"
"3247",2019,"Financial and investment analysts","Management, Business, and Financial",256287,145420,110867,43.3,"82194","86999","77723","89.3"
"3248",2019,"Personal financial advisors","Management, Business, and Financial",356802,251382,105420,29.5,"100846","116105","73002","62.9"
"3249",2019,"Insurance underwriters","Management, Business, and Financial",108313,44314,63999,59.1,"66251","77201","60410","78.3"
"3250",2019,"Financial examiners","Management, Business, and Financial",19044,9882,9162,48.1,"80708","81979","80160","97.8"
"3251",2019,"Credit counselors and loan officers","Management, Business, and Financial",312507,135003,177504,56.8,"62017","80064","54546","68.099999999999994"
"3252",2019,"Tax examiners and collectors, and revenue agents","Management, Business, and Financial",52223,19889,32334,61.9,"55733","65036","51038","78.5"
"3253",2019,"Tax preparers","Management, Business, and Financial",47641,18777,28864,60.6,"52421","62394","45106","72.3"
"3254",2019,"Other financial specialists","Management, Business, and Financial",86667,38499,48168,55.6,"67805","99232","59726","60.2"
"3255",2019,"Computer and Mathematical Occupations:","Computer, Engineering, and Science",4554097,3375006,1179091,25.9,"87148","91377","77356","84.7"
"3256",2019,"Computer and information research scientists","Computer, Engineering, and Science",29036,20124,8912,30.7,"115444","121128","102179","84.4"
"3257",2019,"Computer systems analysts","Computer, Engineering, and Science",541210,324263,216947,40.1,"81998","89427","75628","84.6"
"3258",2019,"Information security analysts","Computer, Engineering, and Science",119961,97720,22241,18.5,"100526","101763","86684","85.2"
"3259",2019,"Computer programmers","Computer, Engineering, and Science",286721,227137,59584,20.8,"88133","90404","82351","91.1"
"3260",2019,"Software developers","Computer, Engineering, and Science",1470133,1204391,265742,18.1,"111358","114190","101266","88.7"
"3261",2019,"Software quality assurance analysts and testers","Computer, Engineering, and Science",62927,35950,26977,42.9,"77462","79116","75591","95.5"
"3262",2019,"Web developers","Computer, Engineering, and Science",79120,57266,21854,27.6,"72754","76175","62340","81.8"
"3263",2019,"Web and digital interface designers","Computer, Engineering, and Science",50648,29451,21197,41.9,"63645","65154","62292","95.6"
"3264",2019,"Computer support specialists","Computer, Engineering, and Science",564384,420458,143926,25.5,"59893","60877","55112","90.5"
"3265",2019,"Database administrators and architects","Computer, Engineering, and Science",113267,77025,36242,32,"90976","96930","70256","72.5"
"3266",2019,"Network and computer systems administrators","Computer, Engineering, and Science",204989,167734,37255,18.2,"75994","76323","73211","95.9"
"3267",2019,"Computer network architects","Computer, Engineering, and Science",107703,99158,8545,7.9,"96521","96066","101160","105.3"
"3268",2019,"Computer occupations, all other","Computer, Engineering, and Science",592121,437000,155121,26.2,"66873","70029","61048","87.2"
"3269",2019,"Actuaries","Computer, Engineering, and Science",30007,18798,11209,37.4,"121833","133788","101006","75.5"
"3270",2019,"Mathematicians","Computer, Engineering, and Science",3380,2441,939,27.8,"126771","131394","94905","(X)"
"3271",2019,"Operations research analysts","Computer, Engineering, and Science",146923,75534,71389,48.6,"82311","91362","75537","82.7"
"3272",2019,"Statisticians","Computer, Engineering, and Science",37709,18881,18828,49.9,"94269","100273","92037","91.8"
"3273",2019,"Other mathematical science occupations","Computer, Engineering, and Science",113858,61675,52183,45.8,"76480","78141","74189","94.9"
"3274",2019,"Architects, except landscape and naval","Computer, Engineering, and Science",177231,132420,44811,25.3,"87239","92818","72021","77.599999999999994"
"3275",2019,"Landscape architects","Computer, Engineering, and Science",25090,16522,8568,34.1,"69063","71685","61693","86.1"
"3276",2019,"Surveyors, cartographers, and photogrammetrists","Computer, Engineering, and Science",30648,24732,5916,19.3,"66424","70273","56659","(X)"
"3277",2019,"Aerospace engineers","Computer, Engineering, and Science",120118,105598,14520,12.1,"110761","112402","101105","89.9"
"3278",2019,"Agricultural engineers","Computer, Engineering, and Science",2666,2283,383,14.4,"91306","90716","93777","(X)"
"3279",2019,"Bioengineers and biomedical engineers","Computer, Engineering, and Science",12446,10368,2078,16.7,"92598","94134","90990","(X)"
"3280",2019,"Chemical engineers","Computer, Engineering, and Science",69069,56392,12677,18.4,"102493","105727","101296","95.8"
"3281",2019,"Civil engineers","Computer, Engineering, and Science",373633,317526,56107,15,"90702","91923","79966","87"
"3282",2019,"Computer hardware engineers","Computer, Engineering, and Science",53377,45025,8352,15.6,"101495","102060","90923","(X)"
"3283",2019,"Electrical and electronics engineers","Computer, Engineering, and Science",230750,210460,20290,8.8,"101450","101802","92617","91"
"3284",2019,"Environmental engineers","Computer, Engineering, and Science",28423,19909,8514,30,"84613","91027","80086","88"
"3285",2019,"Industrial engineers, including health and safety","Computer, Engineering, and Science",233006,187248,45758,19.6,"85497","86334","80836","93.6"
"3286",2019,"Marine engineers and naval architects","Computer, Engineering, and Science",9426,8741,685,7.3,"87524","86276","103672","(X)"
"3287",2019,"Materials engineers","Computer, Engineering, and Science",47988,41012,6976,14.5,"87405","87936","82210","93.5"
"3288",2019,"Mechanical engineers","Computer, Engineering, and Science",296616,272658,23958,8.1,"91119","91189","90524","99.3"
"3289",2019,"Mining and geological engineers, including mining safety engineers","Computer, Engineering, and Science",6948,6448,500,7.2,"105597","110014","78145","(X)"
"3290",2019,"Nuclear engineers","Computer, Engineering, and Science",6437,5252,1185,18.4,"111449","111834","105182","(X)"
"3291",2019,"Petroleum engineers","Computer, Engineering, and Science",25716,20704,5012,19.5,"135549","138456","126712","(X)"
"3292",2019,"Engineers, all other","Computer, Engineering, and Science",531908,457152,74756,14.1,"100779","101281","91932","90.8"
"3293",2019,"Architectural and civil drafters","Computer, Engineering, and Science",42570,35541,7029,16.5,"54740","56781","46393","81.7"
"3294",2019,"Other drafters","Computer, Engineering, and Science",78663,63906,14757,18.8,"56894","58064","50363","86.7"
"3295",2019,"Electrical and electronic engineering technologists and technicians","Computer, Engineering, and Science",96045,88713,7332,7.6,"65019","65471","52401","80"
"3296",2019,"Other engineering technologists and technicians, except drafters","Computer, Engineering, and Science",333773,268665,65108,19.5,"56233","60034","48180","80.3"
"3297",2019,"Surveying and mapping technicians","Computer, Engineering, and Science",57043,52545,4498,7.9,"53158","53592","46654","(X)"
"3298",2019,"Agricultural and food scientists","Computer, Engineering, and Science",26160,17526,8634,33,"72569","76256","69856","91.6"
"3299",2019,"Biological scientists","Computer, Engineering, and Science",77736,38800,38936,50.1,"68265","67687","68603","101.4"
"3300",2019,"Conservation scientists and foresters","Computer, Engineering, and Science",20035,14422,5613,28,"61702","65489","58470","89.3"
"3301",2019,"Medical scientists","Computer, Engineering, and Science",121653,54981,66672,54.8,"76684","81831","73907","90.3"
"3302",2019,"Life scientists, all other","Computer, Engineering, and Science",6218,3537,2681,43.1,"70456","83521","62232","(X)"
"3303",2019,"Astronomers and physicists","Computer, Engineering, and Science",13025,11417,1608,12.3,"121178","121691","72245","(X)"
"3304",2019,"Atmospheric and space scientists","Computer, Engineering, and Science",10162,7186,2976,29.3,"79370","90894","58781","(X)"
"3305",2019,"Chemists and materials scientists","Computer, Engineering, and Science",98380,55717,42663,43.4,"76785","85197","66645","78.2"
"3306",2019,"Environmental scientists and specialists, including health","Computer, Engineering, and Science",34279,20655,13624,39.7,"67013","70862","63309","89.3"
"3307",2019,"Geoscientists and hydrologists, except geographers","Computer, Engineering, and Science",38013,28640,9373,24.7,"92380","93523","90643","96.9"
"3308",2019,"Physical scientists, all other","Computer, Engineering, and Science",270593,152600,117993,43.6,"85113","92369","76748","83.1"
"3309",2019,"Economists","Computer, Engineering, and Science",25524,16728,8796,34.5,"120055","122372","102443","83.7"
"3310",2019,"Survey researchers","Computer, Engineering, and Science",2284,1109,1175,51.4,"62157","76322","58285","(X)"
"3311",2019,"Clinical and counseling psychologists","Computer, Engineering, and Science",14421,3934,10487,72.7,"96335","100441","96079","(X)"
"3312",2019,"School psychologists","Computer, Engineering, and Science",33240,5066,28174,84.8,"71199","80856","70524","(X)"
"3313",2019,"Other psychologists","Computer, Engineering, and Science",94267,29864,64403,68.3,"85411","98820","80629","81.599999999999994"
"3314",2019,"Sociologists","Computer, Engineering, and Science",3474,1362,2112,60.8,"78381","76241","87539","(X)"
"3315",2019,"Urban and regional planners","Computer, Engineering, and Science",34300,20266,14034,40.9,"79013","78409","79918","101.9"
"3316",2019,"Miscellaneous social scientists and related workers","Computer, Engineering, and Science",32574,18160,14414,44.3,"71322","74452","67575","90.8"
"3317",2019,"Agricultural and food science technicians","Computer, Engineering, and Science",34910,22517,12393,35.5,"50504","52062","46020","88.4"
"3318",2019,"Biological technicians","Computer, Engineering, and Science",21176,10180,10996,51.9,"51294","52030","50278","96.6"
"3319",2019,"Chemical technicians","Computer, Engineering, and Science",60524,39590,20934,34.6,"54646","56613","50723","89.6"
"3320",2019,"Environmental science and geoscience technicians","Computer, Engineering, and Science",15989,11259,4730,29.6,"62034","65797","54883","(X)"
"3321",2019,"Nuclear technicians","Computer, Engineering, and Science",3301,2230,1071,32.4,"86116","100736","36815","(X)"
"3322",2019,"Social science research assistants","Computer, Engineering, and Science",6191,2601,3590,58,"51958","57742","51324","(X)"
"3323",2019,"Other life, physical, and social science technicians","Computer, Engineering, and Science",139917,70254,69663,49.8,"46396","49080","43812","89.3"
"3324",2019,"Occupational health and safety specialists and technicians","Computer, Engineering, and Science",65744,46732,19012,28.9,"67055","72319","58289","80.599999999999994"
"3325",2019,"Substance abuse and behavioral disorder counselors","Education, Legal, Community Service, Arts, and Media",88750,24017,64733,72.9,"42210","40951","44139","107.8"
